x,y,Label
35,-78,0
-2,-100,0
-27,-9,0
-100,86,0
-30,51,0
-8,86,0
-69,-20,0
-94,-7,0
-43,17,0
-15,69,0
-86,-68,0
-89,-44,0
-56,-44,0
13,-51,0
-87,-23,0
-65,41,0
-46,-5,0
29,51,0
95,16,1
26,-61,0
-36,20,0
77,8,0
-60,-15,0
-49,14,0
73,-37,0
-75,-13,0
11,-82,0
95,47,1
-14,16,0
31,26,0
49,-77,0
-34,-23,0
41,23,0
-50,-84,0
9,77,0
-51,-8,0
98,-19,0
-44,98,0
48,59,1
-1,-45,0
42,-18,0
89,84,1
-58,13,0
11,28,0
-95,31,0
100,0,0
72,-14,0
62,-25,0
56,-14,0
-1,49,0
-58,100,0
-31,-92,0
-39,-61,0
-6,-20,0
82,-83,0
49,64,1
83,-15,0
8,85,0
-19,85,0
19,55,0
99,9,1
64,86,1
16,-36,0
42,-85,0
-79,-74,0
47,-41,0
-73,72,0
-52,51,0
-5,-84,0
7,-66,0
83,-66,0
-78,-70,0
42,-25,0
20,23,0
9,54,0
4,-58,0
59,34,0
75,28,1
-90,-71,0
-7,-86,0
11,67,0
-95,73,0
-31,97,0
-2,64,0
-64,-66,0
-73,-94,0
37,44,0
-86,-55,0
5,87,0
-100,-80,0
16,78,0
-10,76,0
-54,-28,0
-20,44,0
46,71,1
46,-92,0
90,-22,0
87,-59,0
78,86,1
19,-82,0
-70,44,0
-70,-16,0
63,-93,0
97,-4,0
-32,82,0
-53,-78,0
47,-36,0
1,-16,0
28,29,0
-27,22,0
80,-25,0
-3,76,0
-91,-2,0
6,99,1
-68,-86,0
88,2,0
79,7,0
-1,-82,0
48,-75,0
65,21,0
-53,90,0
-90,81,0
0,54,0
-22,-54,0
-56,-44,0
81,-33,0
-1,-32,0
-7,-85,0
47,99,1
44,-27,0
12,20,0
100,54,1
50,27,0
-57,93,0
-69,95,0
-57,14,0
-48,5,0
-25,-13,0
74,-60,0
-60,61,0
51,-100,0
-85,99,0
-69,-100,0
49,-22,0
-2,5,0
49,43,0
-38,46,0
52,-41,0
-74,-76,0
75,-52,0
44,-74,0
33,75,1
0,-75,0
-4,61,0
68,46,1
-1,-38,0
-13,-80,0
67,-5,0
2,-16,0
27,40,0
-84,-37,0
99,48,1
20,-51,0
-15,-9,0
-87,-22,0
-80,50,0
88,5,0
-87,-88,0
-19,52,0
-25,76,0
-75,48,0
21,-20,0
-89,-71,0
-57,-10,0
51,78,1
64,-70,0
8,-41,0
-95,46,0
88,-56,0
-29,95,0
93,-5,0
-1,11,0
-26,0,0
-3,-2,0
-25,21,0
-4,-50,0
-62,-53,0
-56,-38,0
-22,-87,0
74,20,0
-16,26,0
45,12,0
-28,-14,0
73,-78,0
55,-96,0
-47,31,0
24,48,0
33,67,0
-91,-73,0
-76,-35,0
23,-90,0
10,-22,0
-13,1,0
-65,-69,0
68,-24,0
47,-80,0
-10,47,0
-71,-94,0
90,-38,0
3,-50,0
-30,10,0
30,-34,0
2,53,0
24,88,1
-69,65,0
19,69,0
-65,72,0
62,-88,0
45,92,1
12,8,0
-36,54,0
-93,-31,0
2,-34,0
-71,71,0
-30,99,0
55,-3,0
68,50,1
-2,-86,0
-43,2,0
-28,60,0
91,-91,0
-14,77,0
-35,32,0
-24,-100,0
-77,-51,0
99,-33,0
-15,65,0
0,88,0
-1,-96,0
-67,28,0
-61,-80,0
-48,-16,0
35,-31,0
-60,20,0
16,40,0
42,0,0
90,-9,0
67,35,1
-78,30,0
87,66,1
68,33,1
-57,63,0
63,-86,0
66,84,1
-23,19,0
-17,43,0
84,-69,0
37,-3,0
-62,70,0
61,-93,0
97,1,0
-14,-69,0
-32,-64,0
35,59,0
-60,14,0
23,-57,0
11,49,0
80,86,1
69,-42,0
-14,-52,0
-48,83,0
-1,48,0
-64,-67,0
-19,43,0
-1,57,0
-22,64,0
-31,-16,0
15,-100,0
36,-22,0
52,-6,0
93,83,1
-61,-36,0
64,-71,0
44,79,1
-3,98,0
-22,2,0
25,-73,0
-43,26,0
28,-4,0
-59,57,0
8,-58,0
60,83,1
-40,-13,0
-89,51,0
59,-83,0
-36,-87,0
59,-21,0
-4,-14,0
69,54,1
35,-92,0
-8,-55,0
37,94,1
87,-73,0
-87,30,0
69,72,1
-33,-34,0
7,-6,0
12,-48,0
-100,-16,0
7,-56,0
96,-64,0
57,75,1
45,33,0
95,80,1
-4,-77,0
27,72,0
26,23,0
33,41,0
-16,-62,0
83,70,1
-3,66,0
56,-5,0
7,-70,0
-79,-2,0
-65,60,0
-3,-67,0
-18,60,0
54,-83,0
-58,-44,0
58,-37,0
-9,91,0
-65,-33,0
30,21,0
56,-68,0
-74,84,0
-40,30,0
67,-44,0
65,24,0
-39,-25,0
-62,68,0
-22,-13,0
15,-20,0
69,69,1
-31,-81,0
-46,83,0
64,85,1
72,-76,0
33,6,0
73,-97,0
9,74,0
-51,-11,0
-98,56,0
-8,-43,0
63,2,0
-10,-46,0
17,-21,0
10,61,0
-54,-73,0
2,59,0
7,98,1
53,65,1
-75,-47,0
76,43,1
5,-21,0
-10,64,0
55,-23,0
20,75,0
-51,-24,0
-64,-56,0
-59,-2,0
50,46,0
-94,2,0
39,-26,0
2,24,0
-39,55,0
-89,-38,0
-99,13,0
27,-72,0
63,-16,0
71,75,1
61,-70,0
-92,17,0
3,86,0
-98,-18,0
-45,-87,0
70,-83,0
63,-23,0
-15,3,0
-100,-47,0
-62,89,0
-53,72,0
-27,-84,0
22,92,1
-100,51,0
-42,-69,0
-58,-65,0
-59,22,0
-17,-82,0
68,85,1
50,-47,0
88,-94,0
4,58,0
82,81,1
-46,35,0
-85,-64,0
-75,-58,0
-88,26,0
73,-87,0
7,-37,0
63,-75,0
50,87,1
41,-19,0
41,53,0
-14,-93,0
-53,85,0
-57,39,0
97,-21,0
42,-86,0
-82,-14,0
-30,-25,0
-13,3,0
66,67,1
-50,-99,0
-13,-47,0
-12,78,0
98,56,1
-60,96,0
-41,-28,0
-49,90,0
-40,-92,0
54,-62,0
22,82,1
64,13,0
33,46,0
15,-27,0
39,19,0
-35,60,0
-32,-64,0
-71,-47,0
-61,41,0
-44,18,0
-17,30,0
-59,-77,0
-26,21,0
-75,-42,0
-18,-15,0
33,75,1
92,96,1
29,-11,0
34,-23,0
-35,-29,0
50,14,0
42,-37,0
-37,-18,0
-22,-21,0
-4,-17,0
-78,94,0
80,-50,0
-76,-24,0
11,62,0
9,95,1
-96,44,0
-22,84,0
46,-3,0
81,-94,0
15,-39,0
91,8,0
68,58,1
8,-94,0
-25,19,0
19,24,0
-75,48,0
-61,-18,0
-41,-79,0
14,77,0
57,-39,0
18,56,0
-48,-26,0
91,-44,0
48,-22,0
99,-54,0
20,-15,0
60,-90,0
68,-69,0
-40,49,0
39,-88,0
-43,-55,0
91,59,1
-38,24,0
88,-20,0
-59,92,0
24,89,1
-36,73,0
-34,47,0
-13,-30,0
-48,-64,0
-52,93,0
-30,34,0
-38,50,0
-73,-9,0
52,-5,0
76,-100,0
-86,25,0
7,-44,0
-27,-35,0
-43,84,0
39,1,0
64,-76,0
-57,56,0
99,-38,0
65,26,0
-18,-48,0
-84,1,0
-76,-8,0
35,-54,0
64,-90,0
97,-74,0
-94,-31,0
-87,28,0
-62,-6,0
-59,-51,0
70,-62,0
87,26,1
-71,-69,0
54,54,1
-42,-57,0
-95,35,0
58,15,0
8,-85,0
-15,11,0
29,-83,0
-81,70,0
25,-19,0
-76,66,0
13,-79,0
-49,-8,0
42,-38,0
-34,88,0
14,2,0
-9,67,0
-17,-48,0
3,86,0
-57,-44,0
-34,2,0
87,37,1
55,-90,0
37,-27,0
-94,-6,0
-12,88,0
15,-20,0
96,29,1
13,42,0
-78,-75,0
-86,44,0
46,5,0
97,-54,0
33,40,0
-12,-51,0
-33,81,0
-7,-92,0
63,-60,0
46,39,0
-37,-29,0
-12,45,0
-90,40,0
-75,57,0
-100,44,0
-54,57,0
20,36,0
34,73,1
98,22,1
88,62,1
2,4,0
57,8,0
88,-26,0
-2,-83,0
-59,47,0
-67,-13,0
50,12,0
-77,-41,0
94,34,1
83,-27,0
-89,98,0
27,-23,0
-73,-35,0
85,25,1
28,80,1
-41,45,0
-90,-9,0
90,-54,0
-55,58,0
-64,-65,0
-92,-64,0
68,-59,0
46,90,1
-48,42,0
74,45,1
66,-45,0
90,64,1
37,19,0
9,96,1
94,24,1
-67,17,0
82,-19,0
-17,-88,0
93,2,0
-32,48,0
40,-34,0
73,-80,0
-75,94,0
33,-6,0
-67,2,0
-80,60,0
-76,54,0
60,-78,0
-38,-21,0
69,20,0
42,-2,0
99,-92,0
52,-23,0
76,0,0
51,-33,0
86,44,1
40,-61,0
62,56,1
-76,-100,0
96,55,1
-63,47,0
-5,-45,0
-52,63,0
-56,-25,0
-50,-11,0
66,81,1
-6,61,0
-9,-59,0
18,-26,0
-45,9,0
15,31,0
89,63,1
46,-15,0
59,18,0
74,-4,0
48,-54,0
77,17,0
-46,30,0
88,90,1
54,-97,0
-99,-89,0
82,-38,0
84,-50,0
-89,-64,0
36,13,0
31,79,1
50,76,1
37,28,0
68,-35,0
98,15,1
85,-58,0
0,-70,0
5,-17,0
2,-12,0
21,-20,0
16,81,0
-70,2,0
-65,-61,0
-61,-90,0
90,-75,0
87,-49,0
-72,33,0
30,27,0
-76,5,0
-6,52,0
0,-42,0
-74,46,0
-10,-36,0
46,80,1
-5,-36,0
79,-12,0
-35,-65,0
60,3,0
54,-35,0
-27,23,0
34,-25,0
-63,24,0
-76,-62,0
83,47,1
-18,90,0
21,-52,0
-26,78,0
37,13,0
48,44,0
-12,-1,0
-1,8,0
8,95,1
-27,-35,0
-28,-100,0
-17,14,0
-90,-5,0
-70,60,0
54,64,1
21,-90,0
82,-21,0
48,-56,0
-80,-26,0
49,-5,0
-27,58,0
-77,3,0
-81,-72,0
87,15,1
-3,-18,0
-59,-6,0
14,-72,0
-42,82,0
-30,-11,0
86,-11,0
-30,-37,0
80,-32,0
-4,50,0
-31,-17,0
-26,-13,0
-31,36,0
-75,63,0
59,-33,0
-82,-59,0
-2,-97,0
-58,54,0
-69,87,0
44,15,0
-79,18,0
-100,-91,0
31,-23,0
94,-13,0
-5,-60,0
79,8,0
66,12,0
-56,-35,0
-62,3,0
72,-13,0
8,50,0
-10,41,0
44,52,0
-32,-93,0
-51,-90,0
-64,92,0
-16,31,0
60,-65,0
66,72,1
-26,-55,0
-73,20,0
-82,-73,0
42,-88,0
-98,31,0
7,-11,0
-18,-74,0
-85,-100,0
57,44,1
54,-30,0
-3,53,0
-15,-52,0
-71,43,0
-53,20,0
-53,-96,0
56,29,0
18,-1,0
-17,-27,0
-73,50,0
-56,-17,0
99,-20,0
